id,channel,direction,source_agent,target_agent,event_type,related_code,title,summary,payload_json,status,created_at
218,label,inbound,케어라벨사,플랫폼,collected_release,W2WPL07BE,출고완료 보고,"SHP-202310-02 여름 여성 바지 40,571장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2WPL07BE', 'quantity': 40571, 'unit': '장', 'due_date': '2023-10-18', 'release_date': '2023-10-18', 'report_batch_due_date': '2023-10-18', 'completed_release_count': 3, 'completed_release_qty_total': 40571, 'shipment_total_weight_kg': 40.571, 'shipment_box_count_total': 5, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 40.571, 'fabric_weight_kg': 19474.1, 'zipper_button_weight_kg': 202.855, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WPL07BE', 'release_qty': 64913.6, 'unit': '야드', 'weight_kg': 19474.1, 'due_date': '2023-10-18', 'release_date': '2023-09-24', 'started_at': '2023-09-13', 'finished_at': '2023-09-24', 'due_buffer_days': 24, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WPL07BE', 'release_qty': 40571.0, 'unit': '장', 'weight_kg': 40.571, 'due_date': '2023-10-18', 'release_date': '2023-09-18', 'started_at': '2023-09-11', 'finished_at': '2023-09-18', 'due_buffer_days': 30, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WPL07BE', 'release_qty': 40571.0, 'unit': '개', 'weight_kg': 202.855, 'due_date': '2023-10-18', 'release_date': '2023-09-26', 'started_at': '2023-09-18', 'finished_at': '2023-09-26', 'due_buffer_days': 22, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202310-02.csv', 'content_type': 'text/csv', 'period_from': '2023-10-18', 'period_to': '2023-10-18', 'total_qty': 40571, 'total_weight_kg': 40.571, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '바지', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202310-02 여름 여성 바지 40,571장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202310-02'}",수신완료,2023-10-18T17:00:00
219,label,inbound,케어라벨사,플랫폼,collected_release,W1MTP05BE,출고완료 보고,"SHP-202310-03 봄 남성 티셔츠 37,921장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W1MTP05BE', 'quantity': 37921, 'unit': '장', 'due_date': '2023-10-27', 'release_date': '2023-10-27', 'report_batch_due_date': '2023-10-27', 'completed_release_count': 3, 'completed_release_qty_total': 37921, 'shipment_total_weight_kg': 37.921, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 37.921, 'fabric_weight_kg': 13651.6, 'zipper_button_weight_kg': 189.605, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W1MTP05BE', 'release_qty': 45505.2, 'unit': '야드', 'weight_kg': 13651.6, 'due_date': '2023-10-27', 'release_date': '2023-10-06', 'started_at': '2023-09-23', 'finished_at': '2023-10-06', 'due_buffer_days': 21, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W1MTP05BE', 'release_qty': 37921.0, 'unit': '장', 'weight_kg': 37.921, 'due_date': '2023-10-27', 'release_date': '2023-09-26', 'started_at': '2023-09-19', 'finished_at': '2023-09-26', 'due_buffer_days': 31, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W1MTP05BE', 'release_qty': 37921.0, 'unit': '개', 'weight_kg': 189.605, 'due_date': '2023-10-27', 'release_date': '2023-10-01', 'started_at': '2023-09-24', 'finished_at': '2023-10-01', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202310-03.csv', 'content_type': 'text/csv', 'period_from': '2023-10-27', 'period_to': '2023-10-27', 'total_qty': 37921, 'total_weight_kg': 37.921, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '봄', 'gender': '남성', 'fabric': '폴리에스터', 'garment_type': '티셔츠', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202310-03 봄 남성 티셔츠 37,921장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202310-03'}",수신완료,2023-10-27T17:00:00
220,label,inbound,케어라벨사,플랫폼,collected_release,W2MPL09NV,출고완료 보고,"SHP-202311-01 여름 남성 바지 42,633장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2MPL09NV', 'quantity': 42633, 'unit': '장', 'due_date': '2023-11-07', 'release_date': '2023-11-07', 'report_batch_due_date': '2023-11-07', 'completed_release_count': 3, 'completed_release_qty_total': 42633, 'shipment_total_weight_kg': 42.633, 'shipment_box_count_total': 5, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 42.633, 'fabric_weight_kg': 20463.8, 'zipper_button_weight_kg': 213.165, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2MPL09NV', 'release_qty': 68212.8, 'unit': '야드', 'weight_kg': 20463.8, 'due_date': '2023-11-07', 'release_date': '2023-10-15', 'started_at': '2023-10-04', 'finished_at': '2023-10-15', 'due_buffer_days': 23, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2MPL09NV', 'release_qty': 42633.0, 'unit': '장', 'weight_kg': 42.633, 'due_date': '2023-11-07', 'release_date': '2023-10-09', 'started_at': '2023-10-05', 'finished_at': '2023-10-09', 'due_buffer_days': 29, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2MPL09NV', 'release_qty': 42633.0, 'unit': '개', 'weight_kg': 213.165, 'due_date': '2023-11-07', 'release_date': '2023-10-12', 'started_at': '2023-10-03', 'finished_at': '2023-10-12', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202311-01.csv', 'content_type': 'text/csv', 'period_from': '2023-11-07', 'period_to': '2023-11-07', 'total_qty': 42633, 'total_weight_kg': 42.633, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '남성', 'fabric': '린넨', 'garment_type': '바지', 'color': '네이비'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202311-01 여름 남성 바지 42,633장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202311-01'}",수신완료,2023-11-07T17:00:00
221,label,inbound,케어라벨사,플랫폼,collected_release,W2WPM10GY,출고완료 보고,"SHP-202311-02 여름 여성 바지 36,005장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2WPM10GY', 'quantity': 36005, 'unit': '장', 'due_date': '2023-11-15', 'release_date': '2023-11-15', 'report_batch_due_date': '2023-11-15', 'completed_release_count': 3, 'completed_release_qty_total': 36005, 'shipment_total_weight_kg': 36.005, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 36.005, 'fabric_weight_kg': 17282.4, 'zipper_button_weight_kg': 180.025, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WPM10GY', 'release_qty': 57608.0, 'unit': '야드', 'weight_kg': 17282.4, 'due_date': '2023-11-15', 'release_date': '2023-10-20', 'started_at': '2023-10-07', 'finished_at': '2023-10-20', 'due_buffer_days': 26, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WPM10GY', 'release_qty': 36005.0, 'unit': '장', 'weight_kg': 36.005, 'due_date': '2023-11-15', 'release_date': '2023-10-23', 'started_at': '2023-10-19', 'finished_at': '2023-10-23', 'due_buffer_days': 23, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WPM10GY', 'release_qty': 36005.0, 'unit': '개', 'weight_kg': 180.025, 'due_date': '2023-11-15', 'release_date': '2023-10-26', 'started_at': '2023-10-18', 'finished_at': '2023-10-26', 'due_buffer_days': 20, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202311-02.csv', 'content_type': 'text/csv', 'period_from': '2023-11-15', 'period_to': '2023-11-15', 'total_qty': 36005, 'total_weight_kg': 36.005, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '혼방', 'garment_type': '바지', 'color': '그레이'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202311-02 여름 여성 바지 36,005장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202311-02'}",수신완료,2023-11-15T17:00:00
222,label,inbound,케어라벨사,플랫폼,collected_release,W3MJW01NV,출고완료 보고,"SHP-202311-03 가을 남성 재킷 40,328장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '재킷', 'label_code': 'W3MJW01NV', 'quantity': 40328, 'unit': '장', 'due_date': '2023-11-23', 'release_date': '2023-11-23', 'report_batch_due_date': '2023-11-23', 'completed_release_count': 3, 'completed_release_qty_total': 40328, 'shipment_total_weight_kg': 40.328, 'shipment_box_count_total': 5, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 40.328, 'fabric_weight_kg': 25406.6, 'zipper_button_weight_kg': 403.28, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W3MJW01NV', 'release_qty': 84688.8, 'unit': '야드', 'weight_kg': 25406.6, 'due_date': '2023-11-23', 'release_date': '2023-10-27', 'started_at': '2023-10-13', 'finished_at': '2023-10-27', 'due_buffer_days': 27, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W3MJW01NV', 'release_qty': 40328.0, 'unit': '장', 'weight_kg': 40.328, 'due_date': '2023-11-23', 'release_date': '2023-10-29', 'started_at': '2023-10-23', 'finished_at': '2023-10-29', 'due_buffer_days': 25, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W3MJW01NV', 'release_qty': 80656.0, 'unit': '개', 'weight_kg': 403.28, 'due_date': '2023-11-23', 'release_date': '2023-10-28', 'started_at': '2023-10-20', 'finished_at': '2023-10-28', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202311-03.csv', 'content_type': 'text/csv', 'period_from': '2023-11-23', 'period_to': '2023-11-23', 'total_qty': 40328, 'total_weight_kg': 40.328, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '가을', 'gender': '남성', 'fabric': '울', 'garment_type': '재킷', 'color': '네이비'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202311-03 가을 남성 재킷 40,328장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202311-03'}",수신완료,2023-11-23T17:00:00
223,label,inbound,케어라벨사,플랫폼,collected_release,W4WDP11BK,출고완료 보고,"SHP-202311-04 겨울 여성 다운 43,514장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '다운', 'label_code': 'W4WDP11BK', 'quantity': 43514, 'unit': '장', 'due_date': '2023-11-28', 'release_date': '2023-11-28', 'report_batch_due_date': '2023-11-28', 'completed_release_count': 3, 'completed_release_qty_total': 43514, 'shipment_total_weight_kg': 43.514, 'shipment_box_count_total': 5, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 43.514, 'fabric_weight_kg': 31330.1, 'zipper_button_weight_kg': 217.57, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W4WDP11BK', 'release_qty': 104433.6, 'unit': '야드', 'weight_kg': 31330.1, 'due_date': '2023-11-28', 'release_date': '2023-11-03', 'started_at': '2023-10-21', 'finished_at': '2023-11-03', 'due_buffer_days': 25, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W4WDP11BK', 'release_qty': 43514.0, 'unit': '장', 'weight_kg': 43.514, 'due_date': '2023-11-28', 'release_date': '2023-11-07', 'started_at': '2023-11-03', 'finished_at': '2023-11-07', 'due_buffer_days': 21, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W4WDP11BK', 'release_qty': 43514.0, 'unit': '개', 'weight_kg': 217.57, 'due_date': '2023-11-28', 'release_date': '2023-10-29', 'started_at': '2023-10-23', 'finished_at': '2023-10-29', 'due_buffer_days': 30, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202311-04.csv', 'content_type': 'text/csv', 'period_from': '2023-11-28', 'period_to': '2023-11-28', 'total_qty': 43514, 'total_weight_kg': 43.514, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '겨울', 'gender': '여성', 'fabric': '폴리에스터', 'garment_type': '다운', 'color': '블랙'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202311-04 겨울 여성 다운 43,514장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202311-04'}",수신완료,2023-11-28T17:00:00
224,label,inbound,케어라벨사,플랫폼,collected_release,W2WPL07BE,출고완료 보고,"SHP-202312-01 여름 여성 바지 36,519장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2WPL07BE', 'quantity': 36519, 'unit': '장', 'due_date': '2023-12-08', 'release_date': '2023-12-08', 'report_batch_due_date': '2023-12-08', 'completed_release_count': 3, 'completed_release_qty_total': 36519, 'shipment_total_weight_kg': 36.519, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 36.519, 'fabric_weight_kg': 17529.1, 'zipper_button_weight_kg': 182.595, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WPL07BE', 'release_qty': 58430.4, 'unit': '야드', 'weight_kg': 17529.1, 'due_date': '2023-12-08', 'release_date': '2023-11-08', 'started_at': '2023-10-26', 'finished_at': '2023-11-08', 'due_buffer_days': 30, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WPL07BE', 'release_qty': 36519.0, 'unit': '장', 'weight_kg': 36.519, 'due_date': '2023-12-08', 'release_date': '2023-11-11', 'started_at': '2023-11-04', 'finished_at': '2023-11-11', 'due_buffer_days': 27, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WPL07BE', 'release_qty': 36519.0, 'unit': '개', 'weight_kg': 182.595, 'due_date': '2023-12-08', 'release_date': '2023-11-08', 'started_at': '2023-10-30', 'finished_at': '2023-11-08', 'due_buffer_days': 30, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202312-01.csv', 'content_type': 'text/csv', 'period_from': '2023-12-08', 'period_to': '2023-12-08', 'total_qty': 36519, 'total_weight_kg': 36.519, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '바지', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202312-01 여름 여성 바지 36,519장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202312-01'}",수신완료,2023-12-08T17:00:00
225,label,inbound,케어라벨사,플랫폼,collected_release,W1MTP05BE,출고완료 보고,"SHP-202312-02 봄 남성 티셔츠 40,567장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W1MTP05BE', 'quantity': 40567, 'unit': '장', 'due_date': '2023-12-18', 'release_date': '2023-12-18', 'report_batch_due_date': '2023-12-18', 'completed_release_count': 3, 'completed_release_qty_total': 40567, 'shipment_total_weight_kg': 40.567, 'shipment_box_count_total': 5, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 40.567, 'fabric_weight_kg': 14604.1, 'zipper_button_weight_kg': 202.835, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W1MTP05BE', 'release_qty': 48680.4, 'unit': '야드', 'weight_kg': 14604.1, 'due_date': '2023-12-18', 'release_date': '2023-11-17', 'started_at': '2023-11-06', 'finished_at': '2023-11-17', 'due_buffer_days': 31, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W1MTP05BE', 'release_qty': 40567.0, 'unit': '장', 'weight_kg': 40.567, 'due_date': '2023-12-18', 'release_date': '2023-11-30', 'started_at': '2023-11-26', 'finished_at': '2023-11-30', 'due_buffer_days': 18, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W1MTP05BE', 'release_qty': 40567.0, 'unit': '개', 'weight_kg': 202.835, 'due_date': '2023-12-18', 'release_date': '2023-11-23', 'started_at': '2023-11-16', 'finished_at': '2023-11-23', 'due_buffer_days': 25, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202312-02.csv', 'content_type': 'text/csv', 'period_from': '2023-12-18', 'period_to': '2023-12-18', 'total_qty': 40567, 'total_weight_kg': 40.567, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '봄', 'gender': '남성', 'fabric': '폴리에스터', 'garment_type': '티셔츠', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202312-02 봄 남성 티셔츠 40,567장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202312-02'}",수신완료,2023-12-18T17:00:00
226,label,inbound,케어라벨사,플랫폼,collected_release,W2WTL06WH,출고완료 보고,"SHP-202312-03 여름 여성 티셔츠 38,471장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W2WTL06WH', 'quantity': 38471, 'unit': '장', 'due_date': '2023-12-27', 'release_date': '2023-12-27', 'report_batch_due_date': '2023-12-27', 'completed_release_count': 3, 'completed_release_qty_total': 38471, 'shipment_total_weight_kg': 38.471, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 38.471, 'fabric_weight_kg': 13849.6, 'zipper_button_weight_kg': 192.355, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WTL06WH', 'release_qty': 46165.2, 'unit': '야드', 'weight_kg': 13849.6, 'due_date': '2023-12-27', 'release_date': '2023-12-02', 'started_at': '2023-11-21', 'finished_at': '2023-12-02', 'due_buffer_days': 25, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WTL06WH', 'release_qty': 38471.0, 'unit': '장', 'weight_kg': 38.471, 'due_date': '2023-12-27', 'release_date': '2023-12-04', 'started_at': '2023-11-28', 'finished_at': '2023-12-04', 'due_buffer_days': 23, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WTL06WH', 'release_qty': 38471.0, 'unit': '개', 'weight_kg': 192.355, 'due_date': '2023-12-27', 'release_date': '2023-12-01', 'started_at': '2023-11-24', 'finished_at': '2023-12-01', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202312-03.csv', 'content_type': 'text/csv', 'period_from': '2023-12-27', 'period_to': '2023-12-27', 'total_qty': 38471, 'total_weight_kg': 38.471, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '티셔츠', 'color': '화이트'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202312-03 여름 여성 티셔츠 38,471장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202312-03'}",수신완료,2023-12-27T17:00:00
227,label,inbound,케어라벨사,플랫폼,collected_release,W1MTP05BE,출고완료 보고,"SHP-202401-01 봄 남성 티셔츠 30,721장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W1MTP05BE', 'quantity': 30721, 'unit': '장', 'due_date': '2024-01-08', 'release_date': '2024-01-08', 'report_batch_due_date': '2024-01-08', 'completed_release_count': 3, 'completed_release_qty_total': 30721, 'shipment_total_weight_kg': 30.721, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 30.721, 'fabric_weight_kg': 11059.6, 'zipper_button_weight_kg': 153.605, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W1MTP05BE', 'release_qty': 36865.2, 'unit': '야드', 'weight_kg': 11059.6, 'due_date': '2024-01-08', 'release_date': '2023-12-14', 'started_at': '2023-11-30', 'finished_at': '2023-12-14', 'due_buffer_days': 25, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W1MTP05BE', 'release_qty': 30721.0, 'unit': '장', 'weight_kg': 30.721, 'due_date': '2024-01-08', 'release_date': '2023-12-09', 'started_at': '2023-12-02', 'finished_at': '2023-12-09', 'due_buffer_days': 30, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W1MTP05BE', 'release_qty': 30721.0, 'unit': '개', 'weight_kg': 153.605, 'due_date': '2024-01-08', 'release_date': '2023-12-10', 'started_at': '2023-12-03', 'finished_at': '2023-12-10', 'due_buffer_days': 29, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202401-01.csv', 'content_type': 'text/csv', 'period_from': '2024-01-08', 'period_to': '2024-01-08', 'total_qty': 30721, 'total_weight_kg': 30.721, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2025, 'season': '봄', 'gender': '남성', 'fabric': '폴리에스터', 'garment_type': '티셔츠', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202401-01 봄 남성 티셔츠 30,721장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202401-01'}",수신완료,2024-01-08T17:00:00
228,label,inbound,케어라벨사,플랫폼,collected_release,W2WTL06WH,출고완료 보고,"SHP-202401-02 여름 여성 티셔츠 36,547장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W2WTL06WH', 'quantity': 36547, 'unit': '장', 'due_date': '2024-01-18', 'release_date': '2024-01-18', 'report_batch_due_date': '2024-01-18', 'completed_release_count': 3, 'completed_release_qty_total': 36547, 'shipment_total_weight_kg': 36.547, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 36.547, 'fabric_weight_kg': 13156.9, 'zipper_button_weight_kg': 182.735, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WTL06WH', 'release_qty': 43856.4, 'unit': '야드', 'weight_kg': 13156.9, 'due_date': '2024-01-18', 'release_date': '2023-12-27', 'started_at': '2023-12-14', 'finished_at': '2023-12-27', 'due_buffer_days': 22, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WTL06WH', 'release_qty': 36547.0, 'unit': '장', 'weight_kg': 36.547, 'due_date': '2024-01-18', 'release_date': '2023-12-25', 'started_at': '2023-12-18', 'finished_at': '2023-12-25', 'due_buffer_days': 24, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WTL06WH', 'release_qty': 36547.0, 'unit': '개', 'weight_kg': 182.735, 'due_date': '2024-01-18', 'release_date': '2023-12-29', 'started_at': '2023-12-23', 'finished_at': '2023-12-29', 'due_buffer_days': 20, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202401-02.csv', 'content_type': 'text/csv', 'period_from': '2024-01-18', 'period_to': '2024-01-18', 'total_qty': 36547, 'total_weight_kg': 36.547, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2025, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '티셔츠', 'color': '화이트'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202401-02 여름 여성 티셔츠 36,547장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202401-02'}",수신완료,2024-01-18T17:00:00
229,label,inbound,케어라벨사,플랫폼,collected_release,W2MPL09NV,출고완료 보고,"SHP-202401-03 여름 남성 바지 29,048장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2MPL09NV', 'quantity': 29048, 'unit': '장', 'due_date': '2024-01-27', 'release_date': '2024-01-27', 'report_batch_due_date': '2024-01-27', 'completed_release_count': 3, 'completed_release_qty_total': 29048, 'shipment_total_weight_kg': 29.048, 'shipment_box_count_total': 3, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 29.048, 'fabric_weight_kg': 13943.0, 'zipper_button_weight_kg': 145.24, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2MPL09NV', 'release_qty': 46476.8, 'unit': '야드', 'weight_kg': 13943.0, 'due_date': '2024-01-27', 'release_date': '2023-12-27', 'started_at': '2023-12-14', 'finished_at': '2023-12-27', 'due_buffer_days': 31, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2MPL09NV', 'release_qty': 29048.0, 'unit': '장', 'weight_kg': 29.048, 'due_date': '2024-01-27', 'release_date': '2024-01-06', 'started_at': '2023-12-31', 'finished_at': '2024-01-06', 'due_buffer_days': 21, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2MPL09NV', 'release_qty': 29048.0, 'unit': '개', 'weight_kg': 145.24, 'due_date': '2024-01-27', 'release_date': '2024-01-01', 'started_at': '2023-12-26', 'finished_at': '2024-01-01', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202401-03.csv', 'content_type': 'text/csv', 'period_from': '2024-01-27', 'period_to': '2024-01-27', 'total_qty': 29048, 'total_weight_kg': 29.048, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2025, 'season': '여름', 'gender': '남성', 'fabric': '린넨', 'garment_type': '바지', 'color': '네이비'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202401-03 여름 남성 바지 29,048장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202401-03'}",수신완료,2024-01-27T17:00:00
